Rank,Nome,Plataforma,Ano,Genero,Publicadora,Vendas_AmericaDoNorte,Vendas_EU,Vendas_JP,Vendas_Outras,Vendas_Global
1113,Army of Two,0,2008,Shooter,Electronic Arts,01.09,0.38,0.02,0.16,1.65
1116,LEGO Pirates of the Caribbean: The Video Game,0,2011,Action,Disney Interactive Studios,0.76,0.72,0,0.16,1.64
1123,Kinectimals,0,2010,Simulation,Microsoft Game Studios,01.02,0.48,0,0.14,1.64
1129,Sonic Generations,0,2011,Platform,Sega,0.6,0.73,0.02,0.28,1.63
1134,Just Cause 2,0,2010,Action,Square Enix,0.59,0.85,0.02,0.17,1.62
1137,Rage,0,2011,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15,1.62
1150,Dance Dance Revolution: Hottest Party 2,0,2008,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6
1151,Moshi Monsters: Moshling Zoo,0,2011,Misc,Activision,0.4,0.99,0,0.22,1.6
1153,Far Cry 2,0,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6
1157,Dragon Quest V: Hand of the Heavenly Bride,0,2008,Role-Playing,Square Enix,0.19,0.02,1.36,0.02,1.6
1164,Devil May Cry 4,0,2008,Action,Ca1om,0.58,0.46,0.34,0.21,1.59
1167,SoulCalibur IV,0,2008,Fighting,Ubisoft,0.92,0.44,0.07,0.15,1.59
1168,LEGO Harry Potter: Years 1-4,0,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0,0.14,1.59
1171,Carnival Games: Mini Golf,0,2008,Sports,Take-Two Interactive,0.87,0.56,0,0.15,1.58
1172,Guitar Hero: On Tour Decades,0,2008,Misc,Activision,0.85,0.58,0,0.16,1.58
1173,MySims Kingdom,0,2008,Simulation,Electronic Arts,0.81,0.6,0.01,0.17,1.58
1176,Guitar Hero 5,0,2009,Misc,Activision,0.94,0.49,0,0.15,1.58
1177,High School Musical 3: Senior Year,0,2008,Misc,Disney Interactive Studios,0.64,0.76,0,0.17,1.58
1180,Pokemon Mystery Dungeon: Explorers of Sky,0,2009,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58
1182,Pro Evolution Soccer 2010,0,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57
1196,Mafia II,0,2010,Action,Take-Two Interactive,0.84,0.56,0,0.15,1.55
1200,Active Life: Outdoor Challenge,0,2008,Sports,Atari,0.79,0.44,0.19,0.14,1.55
1201,BioShock 2,0,2010,Shooter,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55
1205,Star Wars: The Force Unleashed II,0,2010,Action,LucasArts,0.8,0.53,0,0.22,1.55
1206,Ni no Kuni: Wrath of the White Witch,0,2011,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55
1208,LEGO Battles: Ninjago,0,2011,Strategy,Warner Bros. Interactive Entertainment,01.07,0.36,0,0.12,1.55
1216,Disney Fairies: Tinker Bell,0,2008,Adventure,Disney Interactive Studios,0.86,0.52,0.01,0.15,1.54
1220,Fight Night Round 4,0,2009,Fighting,Electronic Arts,0.92,0.41,0,0.21,1.53
1221,MySims Kingdom,0,2008,Simulation,Electronic Arts,0.71,0.65,0.01,0.17,1.53
1225,Call of Duty: Modern Warfare: Reflex Edition,0,2009,Shooter,Activision,0.95,0.43,0,0.14,1.53
1230,Dead Space 2,0,2011,Shooter,Electronic Arts,0.94,0.45,0,0.13,1.52
1239,Mafia II,0,2010,Action,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52
1244,Sonic & Sega All-Stars Racing,0,2010,Racing,Sega,0.65,0.71,0,0.15,1.51
1245,LEGO Star Wars III: The Clone Wars,0,2011,Action,LucasArts,0.84,0.54,0,0.13,1.51
1246,Football Manager 2012,1,2011,Sports,Sega,0.02,1.16,0,0.34,1.51
1254,Resistance 3,0,2011,Shooter,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5
1256,Final Fantasy XIV: A Realm Reborn,1,2010,Role-Playing,Square Enix,0.86,0.48,0,0.17,1.5
1259,Super Scribblenauts,0,2010,Puzzle,Warner Bros. Interactive Entertainment,01.08,0.31,0,0.11,1.5
1265,Dead Rising 2,0,2010,Action,Ca1om,0.75,0.53,0.09,0.12,1.5
1266,Rock Band 2,0,2008,Misc,MTV Games,1.13,0.2,0,0.16,1.5
1268,Disney Sing It: Pop Hits,0,2009,Misc,Disney Interactive Studios,01.08,0.28,0,0.13,1.49
1271,Madden NFL 09,0,2008,Sports,Electronic Arts,1.22,0,0,0.27,1.49
1272,Drawn To Life: SpongeBob SquarePants Edition,0,2008,Adventure,THQ,1,0.36,0,0.13,1.49
1275,007: Quantum of Solace,0,2008,Action,Activision,0.82,0.52,0.01,0.14,1.49
1276,The Sims 3,0,2010,Simulation,Electronic Arts,0.61,0.73,0,0.15,1.49
1277,New Play Control! Mario Power Tennis,0,2009,Sports,Nintendo,0.37,0.69,0.28,0.14,1.48
1283,Mass Effect 2,0,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48
1289,SoulCalibur IV,0,2008,Fighting,Ubisoft,0.72,0.41,0.14,0.2,1.47
1294,Chrono Trigger,0,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47
1295,Star Wars: The Force Unleashed II,0,2010,Action,LucasArts,0.95,0.4,0,0.12,1.47
1296,The House of the Dead 2 & 3 Return,0,2008,Shooter,Sega,0.78,0.5,0.03,0.15,1.47
1302,Battlefield: Bad Company,0,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46
1304,Wall-E,0,2008,Platform,THQ,0.46,0.83,0,0.17,1.46
1306,Homefront,0,2011,Shooter,THQ,0.83,0.48,0.02,0.12,1.46
1320,BioShock,0,2008,Shooter,Take-Two Interactive,0.75,0.49,0.01,0.21,1.45
1322,Anno 2070,1,2011,Strategy,Ubisoft,0,1.13,0,0.32,1.45
1330,Hasbro Family Game Night,0,2008,Puzzle,Electronic Arts,0.97,0.34,0,0.13,1.45
1331,Dragon Quest Monsters: Joker 2,0,2010,Role-Playing,Square Enix,0.11,0.08,1.24,0.02,1.45
1341,Kinect Joy Ride,0,2010,Racing,Microsoft Game Studios,0.92,0.4,0,0.12,1.44
1345,Dead Space 2,0,2011,Shooter,Electronic Arts,0.73,0.5,0,0.21,1.44
1349,LEGO Indiana Jones 2: The Adventure Continues,0,2009,Action,Activision,0.91,0.39,0,0.13,1.43
1350,Sonic's Ultimate Genesis Collection,0,2009,Misc,Sega,0.85,0.46,0,0.13,1.43
1351,Tiger Woods PGA Tour 09 All-Play,0,2008,Sports,Electronic Arts,0.81,0.48,0,0.14,1.43
1357,UFC Undisputed 2010,0,2010,Fighting,THQ,0.8,0.41,0.02,0.19,1.42
1361,Sonic Generations,0,2011,Platform,Sega,0.71,0.57,0,0.14,1.42
1364,Dead Space,0,2008,Action,Electronic Arts,0.89,0.4,0,0.13,1.42
1366,Inazuma Eleven 2,0,2009,Role-Playing,Nintendo,0,0.21,1.18,0.03,1.42
1369,Toy Story 3: The Video Game,0,2010,Action,Disney Interactive Studios,0.64,0.63,0,0.14,1.41
1370,Fight Night Round 4,0,2009,Fighting,Electronic Arts,0.95,0.34,0,0.13,1.41
1376,Metroid: Other M,0,2010,Action,Nintendo,0.87,0.31,0.13,0.1,1.41
1381,Call of Duty: Black Ops,0,2010,Shooter,Activision,0.82,0.47,0,0.12,1.4
1383,Need For Speed: Undercover,0,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93,1.4
1385,Far Cry 2,0,2008,Action,Ubisoft,0.43,0.7,0.01,0.27,1.4
1393,Bakugan: Battle Brawlers,0,2009,Action,Activision,1.27,0.02,0,0.09,1.39
1394,Deus Ex: Human Revolution,0,2011,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.39
1400,Deus Ex: Human Revolution,0,2011,Shooter,Square Enix,0.76,0.48,0.02,0.12,1.39
1408,Dead Rising 2,0,2010,Action,Ca1om,0.43,0.57,0.15,0.22,1.38
1409,Hasbro Family Game Night 2,0,2009,Misc,Electronic Arts,0.71,0.53,0,0.13,1.38
1411,Gardening Mama,0,2009,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38
1413,Need for Speed: The Run,0,2011,Action,Electronic Arts,0.63,0.58,0,0.15,1.38
1414,LEGO Indiana Jones: The Original Adventures,0,2008,Action,LucasArts,0.6,0.01,0,0.76,1.37
1419,MotorStorm: Pacific Rift,0,2008,Racing,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.37
1420,Sonic Colors,0,2010,Platform,Sega,0.74,0.5,0.01,0.13,1.37
1422,LEGO Harry Potter: Years 1-4,0,2010,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0,0.22,1.37
1427,Burnout Paradise,0,2008,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36
1428,SingStar Abba,0,2008,Misc,Sony Computer Entertainment,0.23,0.04,0,01.09,1.36
1436,Marvel vs. Ca1om 3: Fate of Two Worlds,0,2011,Fighting,Ca1om,0.81,0.29,0.11,0.14,1.35
1438,F1 2010,0,2010,Racing,Codemasters,0.25,0.76,0.08,0.27,1.35
1440,FIFA Soccer 09,0,2008,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35
1443,Grand Theft Auto: Chinatown Wars,0,2009,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35
1444,Alan Wake,0,2010,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35
1445,Battlefield: Bad Company,0,2008,Shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35
1449,Devil May Cry 4,0,2008,Action,Ca1om,0.79,0.34,0.08,0.13,1.35
1450,Tom Clancy's Rainbow Six: Vegas 2,0,2008,Shooter,Ubisoft,0.66,0.45,0.04,0.21,1.35
1452,Crysis 2,0,2011,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35
1456,The ICO & Shadow of the Colossus Collection,0,2011,Adventure,Sony Computer Entertainment,0.67,0.37,0.13,0.17,1.35
1469,Your Shape: Fitness Evolved,0,2010,Sports,Ubisoft,0.79,0.42,0,0.11,1.33
1470,Rage,0,2011,Shooter,Bethesda Softworks,0.47,0.59,0.06,0.21,1.33
1479,UFC Undisputed 2010,0,2010,Fighting,THQ,0.9,0.31,0,0.11,1.33
1483,Pokemon Ranger: Guardian Signs,0,2010,Role-Playing,Nintendo,0.51,0.17,0.58,0.06,1.33
1486,LEGO Batman: The Videogame,0,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.42,0,0.19,1.32
1488,World of Warcraft: Wrath of the Lich King,1,2008,Role-Playing,Activision,0.01,0.13,0,1.18,1.32
1496,MAG: Massive Action Game,0,2010,Shooter,Sony Computer Entertainment,0.77,0.3,0.09,0.16,1.32
1498,Cars 2,0,2011,Racing,Disney Interactive Studios,0.72,0.44,0.04,0.12,1.32
1503,The Beatles: Rock Band,0,2009,Misc,MTV Games,0.97,0.23,0,0.11,1.31
1504,Tekken 6,0,2009,Fighting,Namco Bandai Games,0.71,0.42,0.05,0.13,1.31
1505,[Prototype],0,2009,Action,Activision,0.84,0.35,0,0.12,1.31
1506,Deal or No Deal,0,2009,Misc,Zoo Games,1.22,0,0,0.09,1.31
1509,LEGO Battles,0,2009,Strategy,Warner Bros. Interactive Entertainment,0.81,0.38,0,0.12,1.31
1512,High School Musical 3: Senior Year DANCE!,0,2008,Misc,Disney Interactive Studios,0.68,0.49,0,0.13,1.31
1513,Gold's Gym: Cardio Workout,0,2008,Sports,Ubisoft,1.11,0.04,0.06,0.09,1.31
1517,Crysis 2,0,2011,Action,Electronic Arts,0.45,0.57,0.06,0.21,1.3
1524,EA Sports Active 2,0,2010,Sports,Electronic Arts,0.78,0.4,0,0.11,1.3
1536,Guitar Hero: Aerosmith,0,2008,Misc,Activision,01.04,0.14,0,0.1,1.29
1537,Mystery Case Files: MillionHeir,0,2008,Adventure,Nintendo,0.76,0.4,0,0.12,1.29
1538,Valkyria Chronicles,0,2008,Role-Playing,Sega,0.71,0.2,0.24,0.13,1.29
1542,Imagine: Wedding Designer,0,2008,Simulation,Ubisoft,0.55,0.59,0,0.14,1.28
1552,Tomb Raider: Underworld,0,2008,Action,Eidos Interactive,0.45,0.56,0.05,0.22,1.27
1555,LEGO Batman: The Videogame,0,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0,0.52,1.27
1559,NBA 2K9,0,2008,Sports,Take-Two Interactive,1,0.16,0,0.11,1.27
1560,WWE '12,0,2011,Fighting,THQ,0.74,0.4,0,0.12,1.27
1564,Jillian Michaels' Fitness Ultimatum 2009,0,2008,Sports,Deep Silver,0.96,0.2,0,0.11,1.27
1571,Kung Fu Panda,0,2008,Action,Activision,0.56,0.57,0,0.14,1.26
1573,Football Manager 2011,1,2010,Sports,Sega,0,01.01,0,0.25,1.26
1584,SOCOM: U.S. Navy SEALs Confrontation,0,2008,Shooter,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25
1586,Star Wars: The Force Unleashed,0,2008,Action,LucasArts,0.49,0,0.01,0.75,1.25
1602,Tales of Xillia,0,2011,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24
1604,[Prototype],0,2009,Action,Activision,0.65,0.41,0,0.19,1.24
1605,Assassin's Creed: Bloodlines,0,2009,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24
1609,WWE SmackDown vs. Raw 2009,0,2008,Fighting,THQ,0.69,0,0,0.55,1.24
1614,2010 FIFA World Cup South Africa,0,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23
1620,Guitar Hero: Aerosmith,0,2008,Misc,Activision,1,0.14,0,0.1,1.23
1627,Bayonetta,0,2009,Action,Sega,0.44,0.41,0.21,0.17,1.23
1631,Boom Blox,0,2008,Puzzle,Electronic Arts,0.72,0.38,0,0.12,1.23
1635,Naruto Shippuden: Ultimate Ninja Storm 2,0,2010,Fighting,Namco Bandai Games,0.42,0.47,0.15,0.18,1.22
1642,F1 2011,0,2011,Racing,Codemasters,0.12,0.75,0.11,0.25,1.22
1652,Super Street Fighter IV: 3D Edition,0,2011,Fighting,Ca1om,0.55,0.44,0.14,0.09,1.22
1656,FIFA Soccer 11,0,2010,Sports,Electronic Arts,0.13,0.7,0.01,0.37,1.21
1658,LEGO Indiana Jones 2: The Adventure Continues,0,2009,Action,Activision,0.66,0.43,0,0.12,1.21
1669,LEGO Star Wars III: The Clone Wars,0,2011,Action,LucasArts,0.52,0.49,0,0.2,1.2
1673,Disney Sing It,0,2008,Misc,Disney Interactive Studios,0.77,0.31,0,0.12,1.2
1684,PokéPark Wii: Pikachu's Adventure,0,2009,Adventure,Nintendo,0.55,0.17,0.42,0.06,1.2
1692,Pro Evolution Soccer 2008,0,2008,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19
1709,LEGO Indiana Jones: The Original Adventures,0,2008,Action,LucasArts,0.4,0.49,0,0.29,1.18
1714,WWE '12,0,2011,Fighting,THQ,0.53,0.46,0.02,0.17,1.18
1715,WWE SmackDown vs. Raw 2010,0,2009,Fighting,THQ,0.48,0.49,0.01,0.2,1.18
1716,Plants vs. Zombies,0,2011,Strategy,Mastertronic,0.95,0.15,0,0.08,1.18
1719,Spore,1,2008,Strategy,Electronic Arts,0.03,01.06,0,0.09,1.17
1721,Your Shape: Fitness Evolved 2012,0,2011,Sports,Ubisoft,0.7,0.37,0,0.1,1.17
1722,Army of Two,0,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17
1725,Wario Land: Shake It!,0,2008,Platform,Nintendo,0.6,0.31,0.15,0.11,1.17
1738,Mirror's Edge,0,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17
1741,007: Quantum of Solace,0,2008,Action,Activision,0.43,0.52,0.02,0.2,1.16
1742,EA Sports Active: More Workouts,0,2009,Sports,Electronic Arts,0.78,0.28,0,0.1,1.16
1743,Fallout: New Vegas,1,2010,Role-Playing,Bethesda Softworks,0.58,0.45,0,0.14,1.16
1750,LEGO Star Wars III: The Clone Wars,0,2011,Action,LucasArts,0.66,0.39,0,0.11,1.16
1758,Sniper: Ghost Warrior,0,2010,Shooter,City Interactive,0.54,0.51,0,0.12,1.16
1759,Rocksmith,0,2011,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16
1761,FIFA Soccer 10,0,2009,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16
1763,Worldwide Soccer Manager 2009,1,2008,Simulation,Sega,0,1.14,0,0.01,1.15
1764,Omerta: City of Gangsters,0,2011,Simulation,Konami Digital Entertainment,0.52,0.46,0,0.17,1.15
1769,Red Dead Redemption: Undead Nightmare,0,2010,Action,Take-Two Interactive,0.44,0.46,0.06,0.18,1.15
1770,Sonic and the Black Knight,0,2009,Platform,Sega,0.69,0.35,0.01,0.11,1.15
1775,High School Musical 2: Work This Out!,0,2008,Misc,Disney Interactive Studios,0.5,0.52,0,0.13,1.15
1776,Ratchet & Clank: All 4 One,0,2011,Platform,Sony Computer Entertainment,0.75,0.22,0.05,0.12,1.15
1778,Fight Night Champion,0,2011,Fighting,Electronic Arts,0.45,0.51,0,0.19,1.15
1783,Pokemon Rumble Blast,0,2011,Action,Nintendo,0.47,0.26,0.35,0.07,1.14
1790,Mirror's Edge,0,2008,Platform,Electronic Arts,0.31,0.59,0.02,0.22,1.14
1791,Rabbids Go Home,0,2009,Platform,Ubisoft,0.26,0.75,0,0.14,1.14
1800,Guitar Hero 5,0,2009,Misc,Activision,0.65,0.37,0,0.11,1.14
1804,ModNation Racers,0,2010,Racing,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13
1805,LEGO Star Wars III: The Clone Wars,0,2011,Action,LucasArts,0.61,0.43,0,0.09,1.13
1815,Yakuza 3,0,2009,Action,Sega,0.21,0.21,0.62,0.08,1.13
1817,The Beatles: Rock Band,0,2009,Misc,MTV Games,0.67,0.3,0,0.15,1.13
1818,Dragon Age II,0,2011,Action,Electronic Arts,0.72,0.3,0.01,0.09,1.12
1822,Crackdown 2,0,2010,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1,1.12
1824,Castlevania: Lords of Shadow,0,2010,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12
1825,Rocksmith,0,2011,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12
1830,Guitar Hero 5,0,2009,Misc,Activision,0.28,0.3,0,0.54,1.12
1836,GRID,0,2008,Racing,Codemasters,0.31,0.57,0.03,0.2,1.11
1848,Toy Story 3: The Video Game,0,2010,Action,Disney Interactive Studios,0.51,0.42,0,0.17,1.11
1849,Guitar Hero 5,0,2009,Misc,Activision,0.53,0.4,0,0.17,1.1
1857,WWE SmackDown vs. Raw 2011,0,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.1
1864,NERF N-Strike,0,2008,Shooter,Electronic Arts,0.92,0.09,0,0.09,1.1
1872,Star Wars: The Force Unleashed,0,2008,Action,LucasArts,0.43,0.41,0,0.25,01.09
1873,Imagine: Babysitters,0,2008,Simulation,Ubisoft,0.63,0.36,0,0.1,01.09
1876,Skate 2,0,2009,Sports,Electronic Arts,0.82,0.17,0.01,0.09,01.09
1884,Empire: Total War,1,2009,Strategy,Sega,0.01,0.97,0,0.11,01.09
1886,Tiger Woods PGA Tour 10,0,2009,Sports,Electronic Arts,0.61,0.37,0,0.11,01.09
1889,Dante's Inferno,0,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,01.09
1890,Sonic & Sega All-Stars Racing,0,2010,Racing,Sega,0.44,0.54,0,0.11,01.09
1894,Sonic Free Riders,0,2010,Racing,Sega,0.74,0.26,0,0.09,01.09
1896,Prince of Persia,0,2008,Action,Ubisoft,0.47,0.41,0.03,0.18,01.08
1899,The Biggest Loser,0,2009,Sports,THQ,0.87,0.12,0,0.09,01.08
1901,MySims Agents,0,2009,Adventure,Electronic Arts,0.55,0.43,0,0.11,01.08
1902,Resident Evil: The Darkside Chronicles,0,2009,Action,Ca1om,0.48,0.32,0.2,0.09,01.08
1904,Grand Theft Auto: Chinatown Wars,0,2009,Action,Take-Two Interactive,0.28,0.5,0.03,0.28,01.08
1905,FIFA Soccer 11,0,2010,Sports,Electronic Arts,0.26,0.69,0,0.12,01.08
1908,Tomb Raider: Underworld,0,2008,Action,Eidos Interactive,0.53,0.43,0.01,0.11,01.08
1910,DiRT 3,0,2011,Racing,Codemasters,0.27,0.59,0.01,0.21,01.08
1912,Spore Creatures,0,2008,Simulation,Electronic Arts,0.67,0.3,0,0.11,01.08
1917,Naruto: Ultimate Ninja Storm,0,2008,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16,01.08
1918,Marvel vs. Ca1om 3: Fate of Two Worlds,0,2011,Fighting,Ca1om,0.79,0.18,0.03,0.07,01.08
1922,Imagine: Fashion Designer New York,0,2008,Simulation,Ubisoft,0.65,0.32,0,0.1,01.07
1923,Red Dead Redemption: Undead Nightmare,0,2010,Action,Take-Two Interactive,0.57,0.39,0.02,0.09,01.07
1924,Bully: Scholarship Edition,0,2008,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,01.07
1927,WWE SmackDown vs. Raw 2010,0,2009,Fighting,THQ,0.53,0.01,0,0.54,01.07
1935,Disney Universe,0,2011,Action,Disney Interactive Studios,0.67,0.3,0,0.1,01.07
1937,LEGO Pirates of the Caribbean: The Video Game,0,2011,Action,Disney Interactive Studios,0.54,0.42,0,0.1,01.07
1941,Aliens vs Predator,0,2010,Shooter,Sega,0.55,0.4,0,0.11,01.06
1943,Junior Brain Trainer,0,2008,Misc,GSP,0.23,0.74,0,0.1,01.06
1944,Darksiders,0,2010,Action,THQ,0.67,0.29,0.01,0.1,01.06
1948,Sega Superstars Tennis,0,2008,Sports,Sega,0.28,0.65,0,0.13,01.06
1951,Mercenaries 2: World in Flames,0,2008,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,01.06
1954,LEGO Indiana Jones: The Original Adventures,0,2008,Action,Activision,0.44,0.44,0,0.18,01.06
1957,DJ Hero,0,2009,Misc,Activision,0.56,0.4,0,0.11,01.06
1970,Aliens vs Predator,0,2010,Shooter,Sega,0.41,0.47,0,0.18,01.05
1972,Dance on Broadway,0,2010,Misc,Ubisoft,0.27,0.66,0,0.12,01.05
1983,WWE SmackDown vs. Raw 2010,0,2009,Fighting,THQ,0.56,0.38,0.01,0.11,01.05
1986,MySims Agents,0,2009,Adventure,Electronic Arts,0.62,0.32,0,0.1,01.05
1990,Guinness World Records: The Videogame,0,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0,0.11,01.04
1994,Disney Tangled,0,2010,Action,Disney Interactive Studios,0.58,0.37,0,0.09,01.04
1997,Disney Fairies: Tinker Bell and the Lost Treasure,0,2009,Adventure,Disney Interactive Studios,0.57,0.35,0.02,0.1,01.04
2001,Brink,0,2011,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,01.04
2005,LEGO Indiana Jones 2: The Adventure Continues,0,2009,Action,Activision,0.62,0.33,0,0.09,01.04
2008,Kirby: Mass Attack,0,2011,Platform,Nintendo,0.52,0.06,0.41,0.05,01.04
2010,ZhuZhu Pets,0,2010,Simulation,Activision,0.68,0.27,0,0.09,01.04
2012,MotorStorm: Arctic Edge,0,2009,Racing,Sony Computer Entertainment,0.16,0.58,0,0.3,01.04
2016,Sonic Unleashed,0,2008,Platform,Sega,0.56,0.33,0.01,0.14,01.03
2018,Rayman Origins,0,2011,Platform,Ubisoft,0.33,0.51,0.01,0.18,01.03
2025,Rock Band 2,0,2008,Misc,MTV Games,0.94,0.01,0,0.08,01.03
2027,Bulletstorm,0,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,01.02
2034,Tales of Graces f,0,2010,Role-Playing,Namco Bandai Games,0.28,0.21,0.45,0.08,01.02
2036,Wall-E,0,2008,Platform,THQ,0.51,0.4,0,0.11,01.02
2044,Prince of Persia,0,2008,Action,Ubisoft,0.54,0.35,0.02,0.1,01.01
2045,God of War: Ghost of Sparta,0,2010,Action,Sony Computer Entertainment,0.41,0.36,0.03,0.21,01.01
2046,Sonic Generations,0,2011,Platform,Sega,0.44,0.46,0.01,0.09,01.01
2047,Ninja Gaiden II,0,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,01.01
2050,Guitar Hero: Warriors of Rock,0,2010,Misc,Activision,0.48,0.44,0,0.09,01.01
2054,DiRT 2,0,2009,Racing,Codemasters,0.27,0.53,0,0.2,01.01
2056,NERF N-Strike Elite,0,2009,Shooter,Electronic Arts,0.93,0,0,0.07,1
2059,PES 2009: Pro Evolution Soccer,0,2008,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1
2067,Haze,0,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,1
2078,Wheel of Fortune,0,2010,Misc,THQ,0.89,0.04,0,0.06,1
2080,Dark Souls,0,2011,Role-Playing,Namco Bandai Games,0.64,0.28,0,0.08,1
2081,Puzzler Collection,0,2008,Puzzle,Ubisoft,0.17,0.78,0,0.04,1
2087,Littlest Pet Shop: Winter,0,2008,Simulation,Electronic Arts,0.59,0.31,0,0.1,0.99
2091,NCAA Football 12,0,2011,Sports,Electronic Arts,0.94,0,0,0.06,0.99
2092,LEGO Pirates of the Caribbean: The Video Game,0,2011,Action,Disney Interactive Studios,0.36,0.46,0,0.17,0.99
2093,Band Hero,0,2009,Misc,Activision,0.6,0.3,0,0.09,0.99
2094,Cars: Race-O-Rama,0,2009,Racing,THQ,0.61,0.3,0,0.09,0.99
2096,EyePet,0,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.09,0.99
2097,Scooby-Doo! First Frights,0,2009,Action,Warner Bros. Interactive Entertainment,0.88,0.05,0,0.07,0.99
2098,Midnight Club: LA Remix,0,2008,Racing,Take-Two Interactive,0.52,0.28,0,0.19,0.99
2100,Guitar Hero: Aerosmith,0,2008,Misc,Activision,0.73,0.15,0,0.11,0.99
2102,FIFA Soccer 10,0,2009,Sports,Electronic Arts,0.23,0.65,0,0.11,0.99
2105,Fallout 3,1,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0,0.08,0.99
2107,Pro Evolution Soccer 2008,0,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98
2109,Xenoblade Chronicles,0,2010,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.98
2112,Sonic & Sega All-Stars Racing,0,2010,Racing,Sega,0.36,0.46,0,0.17,0.98
2117,Kingdom Hearts Re:coded,0,2010,Role-Playing,Square Enix,0.56,0.1,0.27,0.05,0.98
2119,Driver: San Francisco,0,2011,Racing,Ubisoft,0.24,0.54,0.01,0.18,0.98
2126,Madden NFL 10,0,2009,Sports,Electronic Arts,0.88,0,0,0.1,0.98
2127,Brutal Legend,0,2009,Action,Electronic Arts,0.62,0.27,0,0.09,0.98
2131,de Blob,0,2008,Platform,THQ,0.5,0.37,0,0.1,0.97
2134,NBA 2K10,0,2009,Sports,Take-Two Interactive,0.88,0.02,0,0.08,0.97
2137,Skylanders: Spyro's Adventure,0,2011,Action,Activision,0.53,0.35,0,0.1,0.97
2138,Club Penguin: Game Day!,0,2010,Sports,Disney Interactive Studios,0.56,0.33,0,0.08,0.97
2155,Monster High: Ghoul Spirit,0,2011,Misc,THQ,0.72,0.17,0,0.07,0.96
2157,LEGO Pirates of the Caribbean: The Video Game,0,2011,Action,Disney Interactive Studios,0.37,0.49,0,0.1,0.96
2161,Sonic Unleashed,0,2008,Platform,Sega,0.54,0.33,0,0.09,0.96
2162,Lost Planet 2,0,2010,Shooter,Ca1om,0.29,0.34,0.2,0.13,0.96
2165,My Weight Loss Coach,0,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.96
